Year,StateAbbr,StateDesc,CountyName,CountyFIPS,LocationName,Tract_CDC_Population
2021,AL,Alabama,Houston,1069,1069040202,8142
2021,AL,Alabama,DeKalb,1049,1049960600,6393
2021,AL,Alabama,Jefferson,1073,1073000100,3042
2021,AL,Alabama,Butler,1013,1013953500,1410
2021,AL,Alabama,Elmore,1051,1051030500,4695
2021,AL,Alabama,Houston,1069,1069040100,4949
2021,AL,Alabama,Blount,1009,1009050400,4451
2021,AL,Alabama,Dale,1045,1045020700,3518
2021,AL,Alabama,Coffee,1031,1031010900,2117
2021,AL,Alabama,Calhoun,1015,1015002501,7069
2021,AL,Alabama,Houston,1069,1069041000,5145
2021,AL,Alabama,Jackson,1071,1071951000,4438
2021,AL,Alabama,Colbert,1033,1033020703,5175
2021,AL,Alabama,Autauga,1001,1001020500,10766
2021,AL,Alabama,Dallas,1047,1047956701,1855
2021,AL,Alabama,Butler,1013,1013953200,4327
2021,AL,Alabama,Crenshaw,1041,1041963900,1408
2021,AL,Alabama,Clay,1027,1027959200,2480
2021,AL,Alabama,Houston,1069,1069041500,4173
2021,AL,Alabama,Baldwin,1003,1003011201,4230
2021,AL,Alabama,Fayette,1057,1057020400,3550
2021,AL,Alabama,Cherokee,1019,1019955702,3872
2021,AL,Alabama,Jefferson,1073,1073001100,5355
2021,AL,Alabama,Jackson,1071,1071950500,3518
2021,AL,Alabama,Houston,1069,1069041900,7572
2021,AL,Alabama,Dale,1045,1045020801,3361
2021,AL,Alabama,Jefferson,1073,1073005908,4101
2021,AL,Alabama,Houston,1069,1069040301,3928
2021,AL,Alabama,Baldwin,1003,1003010905,8011
2021,AL,Alabama,Butler,1013,1013952800,1394
2021,AL,Alabama,Jefferson,1073,1073002900,2064
2021,AL,Alabama,Autauga,1001,1001020600,3668
2021,AL,Alabama,Coffee,1031,1031010600,1561
2021,AL,Alabama,Houston,1069,1069041200,2539
2021,AL,Alabama,Blount,1009,1009050101,7858
2021,AL,Alabama,Baldwin,1003,1003011408,433
2021,AL,Alabama,Baldwin,1003,1003010300,7826
2021,AL,Alabama,Baldwin,1003,1003010600,3325
2021,AL,Alabama,Dale,1045,1045020300,2396
2021,AL,Alabama,Chilton,1021,1021060700,5101
2021,AL,Alabama,Baldwin,1003,1003010200,2902
2021,AL,Alabama,Jefferson,1073,1073002100,3186
2021,AL,Alabama,Etowah,1055,1055011002,4765
2021,AL,Alabama,Calhoun,1015,1015002200,3652
2021,AL,Alabama,Baldwin,1003,1003010906,4302
2021,AL,Alabama,Baldwin,1003,1003011202,5065
2021,AL,Alabama,Calhoun,1015,1015000500,1814
2021,AL,Alabama,Bullock,1011,1011952200,7102
2021,AL,Alabama,Calhoun,1015,1015001800,6919
2021,AL,Alabama,Baldwin,1003,1003011501,5316
2021,AL,Alabama,Franklin,1059,1059973300,3452
2021,AL,Alabama,Bullock,1011,1011952500,2378
2021,AL,Alabama,Butler,1013,1013952900,2180
2021,AL,Alabama,Baldwin,1003,1003011403,9131
2021,AL,Alabama,DeKalb,1049,1049961100,3258
2021,AL,Alabama,Baldwin,1003,1003011300,4487
2021,AL,Alabama,Bibb,1007,1007010001,2732
2021,AL,Alabama,Calhoun,1015,1015002502,4661
2021,AL,Alabama,Bibb,1007,1007010003,5391
2021,AL,Alabama,Chambers,1017,1017954000,6669
2021,AL,Alabama,Jefferson,1073,1073005909,2539
2021,AL,Alabama,Barbour,1005,1005950100,3321
2021,AL,Alabama,Chambers,1017,1017954600,3411
2021,AL,Alabama,Calhoun,1015,1015000600,2191
2021,AL,Alabama,Colbert,1033,1033020500,5221
2021,AL,Alabama,Baldwin,1003,1003011601,6062
2021,AL,Alabama,Jefferson,1073,1073001500,3189
2021,AL,Alabama,Colbert,1033,1033020801,4487
2021,AL,Alabama,Bibb,1007,1007010004,8767
2021,AL,Alabama,Hale,1065,1065040000,3534
2021,AL,Alabama,Clarke,1025,1025957601,998
2021,AL,Alabama,Calhoun,1015,1015002600,4615
2021,AL,Alabama,Jackson,1071,1071950700,4272
2021,AL,Alabama,Houston,1069,1069041600,5377
2021,AL,Alabama,Franklin,1059,1059973600,1795
2021,AL,Alabama,Cleburne,1029,1029959600,4202
2021,AL,Alabama,Franklin,1059,1059973400,2652
2021,AL,Alabama,Baldwin,1003,1003010701,7882
2021,AL,Alabama,Chilton,1021,1021060101,5219
2021,AL,Alabama,Calhoun,1015,1015001100,6565
2021,AL,Alabama,Jefferson,1073,1073003002,2203
2021,AL,Alabama,Barbour,1005,1005950900,4583
2021,AL,Alabama,Chambers,1017,1017954200,3257
2021,AL,Alabama,DeKalb,1049,1049960500,5373
2021,AL,Alabama,Dale,1045,1045020100,3823
2021,AL,Alabama,Bullock,1011,1011952100,1434
2021,AL,Alabama,Calhoun,1015,1015000700,2715
2021,AL,Alabama,Jefferson,1073,1073005101,1507
2021,AL,Alabama,Calhoun,1015,1015000800,1379
2021,AL,Alabama,Barbour,1005,1005950500,3467
2021,AL,Alabama,Etowah,1055,1055011001,4613
2021,AL,Alabama,Autauga,1001,1001020200,2170
2021,AL,Alabama,Calhoun,1015,1015001500,5198
2021,AL,Alabama,Calhoun,1015,1015002000,7335
2021,AL,Alabama,Jefferson,1073,1073003700,5063
2021,AL,Alabama,Coffee,1031,1031011100,2026
2021,AL,Alabama,Calhoun,1015,1015000300,2951
2021,AL,Alabama,Butler,1013,1013952700,2439
2021,AL,Alabama,Blount,1009,1009050700,8731
2021,AL,Alabama,Jefferson,1073,1073004500,5003
2021,AL,Alabama,Chambers,1017,1017954300,4708
2021,AL,Alabama,Jefferson,1073,1073003400,2477
2021,AL,Alabama,Baldwin,1003,1003011000,4305
2021,AL,Alabama,Cullman,1043,1043965700,2652
2021,AL,Alabama,Jefferson,1073,1073001600,3390
2021,AL,Alabama,Barbour,1005,1005950600,2099
2021,AL,Alabama,Jefferson,1073,1073002306,3259
2021,AL,Alabama,Dallas,1047,1047956100,6753
2021,AL,Alabama,Houston,1069,1069040900,4657
2021,AL,Alabama,Covington,1039,1039962600,1517
2021,AL,Alabama,Houston,1069,1069040600,2471
2021,AL,Alabama,Covington,1039,1039961700,4032
2021,AL,Alabama,Henry,1067,1067030100,1910
2021,AL,Alabama,Cullman,1043,1043965600,2257
2021,AL,Alabama,Dallas,1047,1047957200,1754
2021,AL,Alabama,Baldwin,1003,1003010703,13166
2021,AL,Alabama,Dale,1045,1045021400,5492
2021,AL,Alabama,Cullman,1043,1043964300,5001
2021,AL,Alabama,Dale,1045,1045021300,4034
2021,AL,Alabama,Houston,1069,1069041700,1402
2021,AL,Alabama,Cullman,1043,1043965000,6071
2021,AL,Alabama,Houston,1069,1069042000,5683
2021,AL,Alabama,Baldwin,1003,1003011502,10534
2021,AL,Alabama,Cullman,1043,1043964600,4007
2021,AL,Alabama,Conecuh,1035,1035960500,1771
2021,AL,Alabama,Covington,1039,1039962000,3917
2021,AL,Alabama,Coffee,1031,1031011201,8036
2021,AL,Alabama,Chilton,1021,1021060102,6303
2021,AL,Alabama,Houston,1069,1069040201,9001
2021,AL,Alabama,Elmore,1051,1051030902,3699
2021,AL,Alabama,Elmore,1051,1051030800,5784
2021,AL,Alabama,Dale,1045,1045021101,4893
2021,AL,Alabama,Coffee,1031,1031010200,1841
2021,AL,Alabama,Cullman,1043,1043965100,3578
2021,AL,Alabama,Etowah,1055,1055010502,4988
2021,AL,Alabama,DeKalb,1049,1049961200,2107
2021,AL,Alabama,Jefferson,1073,1073000700,2577
2021,AL,Alabama,Jefferson,1073,1073004701,3480
2021,AL,Alabama,Colbert,1033,1033020704,4321
2021,AL,Alabama,Dallas,1047,1047957100,1345
2021,AL,Alabama,Colbert,1033,1033020600,4128
2021,AL,Alabama,Cullman,1043,1043964400,4112
2021,AL,Alabama,Crenshaw,1041,1041963600,3180
2021,AL,Alabama,Fayette,1057,1057020300,4054
2021,AL,Alabama,Escambia,1053,1053970500,4819
2021,AL,Alabama,Jackson,1071,1071950900,5613
2021,AL,Alabama,Conecuh,1035,1035960600,4667
2021,AL,Alabama,Cherokee,1019,1019955900,4235
2021,AL,Alabama,Crenshaw,1041,1041963700,3809
2021,AL,Alabama,Clarke,1025,1025957500,1760
2021,AL,Alabama,Jackson,1071,1071951100,7095
2021,AL,Alabama,Coosa,1037,1037961000,3956
2021,AL,Alabama,Cullman,1043,1043965300,4539
2021,AL,Alabama,Autauga,1001,1001020700,2891
2021,AL,Alabama,Covington,1039,1039961900,2127
2021,AL,Alabama,DeKalb,1049,1049961000,3914
2021,AL,Alabama,Cherokee,1019,1019955800,5561
2021,AL,Alabama,Cherokee,1019,1019956000,4017
2021,AL,Alabama,Jefferson,1073,1073005600,4578
2021,AL,Alabama,Bibb,1007,1007010002,6025
2021,AL,Alabama,Clarke,1025,1025957901,3493
2021,AL,Alabama,Jefferson,1073,1073005701,2372
2021,AL,Alabama,Geneva,1061,1061050300,5412
2021,AL,Alabama,Choctaw,1023,1023956800,4423
2021,AL,Alabama,Barbour,1005,1005950700,1727
2021,AL,Alabama,Cullman,1043,1043964500,4180
2021,AL,Alabama,Covington,1039,1039962500,1524
2021,AL,Alabama,Colbert,1033,1033020802,3766
2021,AL,Alabama,Hale,1065,1065040200,1590
2021,AL,Alabama,Covington,1039,1039962800,1736
2021,AL,Alabama,Cleburne,1029,1029959500,2684
2021,AL,Alabama,Henry,1067,1067030400,1842
2021,AL,Alabama,Geneva,1061,1061050500,4288
2021,AL,Alabama,Chambers,1017,1017953800,3619
2021,AL,Alabama,Coffee,1031,1031010700,2286
2021,AL,Alabama,Baldwin,1003,1003011101,8397
2021,AL,Alabama,Jefferson,1073,1073003300,947
2021,AL,Alabama,Covington,1039,1039962900,1846
2021,AL,Alabama,Jefferson,1073,1073003802,5409
2021,AL,Alabama,Coosa,1037,1037961100,3927
2021,AL,Alabama,Calhoun,1015,1015000400,2812
2021,AL,Alabama,Jefferson,1073,1073001200,2876
2021,AL,Alabama,Baldwin,1003,1003010400,4736
2021,AL,Alabama,Cullman,1043,1043964700,4643
2021,AL,Alabama,Coffee,1031,1031010800,2840
2021,AL,Alabama,Clay,1027,1027959000,3224
2021,AL,Alabama,Jefferson,1073,1073005103,2587
2021,AL,Alabama,Autauga,1001,1001020801,3081
2021,AL,Alabama,Cullman,1043,1043964100,5582
2021,AL,Alabama,Jefferson,1073,1073005910,5234
2021,AL,Alabama,Baldwin,1003,1003011602,4895
2021,AL,Alabama,Covington,1039,1039962700,1686
2021,AL,Alabama,Covington,1039,1039961600,4133
2021,AL,Alabama,Jefferson,1073,1073003500,2795
2021,AL,Alabama,Covington,1039,1039963000,3684
2021,AL,Alabama,Jefferson,1073,1073005000,3482
2021,AL,Alabama,Baldwin,1003,1003011102,3715
2021,AL,Alabama,Franklin,1059,1059973000,5373
2021,AL,Alabama,Jefferson,1073,1073000300,2735
2021,AL,Alabama,Colbert,1033,1033020100,3467
2021,AL,Alabama,Baldwin,1003,1003011406,3412
2021,AL,Alabama,Coosa,1037,1037961200,3656
2021,AL,Alabama,Jefferson,1073,1073005905,5174
2021,AL,Alabama,Jefferson,1073,1073003100,3637
2021,AL,Alabama,Jackson,1071,1071950300,5897
2021,AL,Alabama,Clarke,1025,1025957602,5515
2021,AL,Alabama,Colbert,1033,1033021000,3942
2021,AL,Alabama,Etowah,1055,1055010700,3769
2021,AL,Alabama,Dale,1045,1045020802,4351
2021,AL,Alabama,Houston,1069,1069041400,3093
2021,AL,Alabama,Cleburne,1029,1029959700,3419
2021,AL,Alabama,Escambia,1053,1053970200,1739
2021,AL,Alabama,Jefferson,1073,1073010001,5289
2021,AL,Alabama,Jefferson,1073,1073002200,2630
2021,AL,Alabama,Jefferson,1073,1073000500,2864
2021,AL,Alabama,Houston,1069,1069042100,7294
2021,AL,Alabama,Chilton,1021,1021060200,2807
2021,AL,Alabama,Clay,1027,1027958900,5324
2021,AL,Alabama,Cullman,1043,1043965401,3310
2021,AL,Alabama,Henry,1067,1067030300,3093
2021,AL,Alabama,Geneva,1061,1061050400,5907
2021,AL,Alabama,Cullman,1043,1043964200,7373
2021,AL,Alabama,Covington,1039,1039962400,3144
2021,AL,Alabama,Colbert,1033,1033020701,6103
2021,AL,Alabama,Henry,1067,1067030200,2962
2021,AL,Alabama,Cullman,1043,1043965402,4189
2021,AL,Alabama,Etowah,1055,1055000900,2698
2021,AL,Alabama,Calhoun,1015,1015001600,3791
2021,AL,Alabama,Jackson,1071,1071950200,3516
2021,AL,Alabama,Choctaw,1023,1023956700,3184
2021,AL,Alabama,Jackson,1071,1071950600,5951
2021,AL,Alabama,Baldwin,1003,1003010500,4815
2021,AL,Alabama,Cullman,1043,1043965500,5631
2021,AL,Alabama,DeKalb,1049,1049960200,3530
2021,AL,Alabama,Etowah,1055,1055001100,4729
2021,AL,Alabama,Jackson,1071,1071950100,6749
2021,AL,Alabama,Jefferson,1073,1073005104,3648
2021,AL,Alabama,Baldwin,1003,1003010903,5173
2021,AL,Alabama,Jefferson,1073,1073000800,3859
2021,AL,Alabama,DeKalb,1049,1049960900,3809
2021,AL,Alabama,DeKalb,1049,1049960800,4498
2021,AL,Alabama,Dallas,1047,1047956400,3150
2021,AL,Alabama,Jefferson,1073,1073003803,4199
2021,AL,Alabama,Chilton,1021,1021060300,3808
2021,AL,Alabama,Chambers,1017,1017954400,995
2021,AL,Alabama,Cullman,1043,1043964800,4289
2021,AL,Alabama,Dale,1045,1045021102,4387
2021,AL,Alabama,Escambia,1053,1053969900,4361
2021,AL,Alabama,Coffee,1031,1031010300,4258
2021,AL,Alabama,Elmore,1051,1051030600,7405
2021,AL,Alabama,Elmore,1051,1051030901,6234
2021,AL,Alabama,Baldwin,1003,1003010904,6831
2021,AL,Alabama,Baldwin,1003,1003010704,5055
2021,AL,Alabama,Dallas,1047,1047956800,2789
2021,AL,Alabama,Autauga,1001,1001020802,10435
2021,AL,Alabama,Greene,1063,1063060100,4410
2021,AL,Alabama,Jefferson,1073,1073002400,3629
2021,AL,Alabama,DeKalb,1049,1049960700,8628
2021,AL,Alabama,Etowah,1055,1055010800,2953
2021,AL,Alabama,Jefferson,1073,1073005800,4216
2021,AL,Alabama,Escambia,1053,1053970400,5744
2021,AL,Alabama,Etowah,1055,1055001200,3546
2021,AL,Alabama,Jefferson,1073,1073003600,4683
2021,AL,Alabama,Autauga,1001,1001020100,1912
2021,AL,Alabama,Jefferson,1073,1073002000,3885
2021,AL,Alabama,Choctaw,1023,1023956900,3879
2021,AL,Alabama,Franklin,1059,1059973200,3919
2021,AL,Alabama,Autauga,1001,1001020400,4386
2021,AL,Alabama,Autauga,1001,1001021000,2894
2021,AL,Alabama,Dallas,1047,1047956300,3791
2021,AL,Alabama,Geneva,1061,1061050600,3762
2021,AL,Alabama,Houston,1069,1069041800,2305
2021,AL,Alabama,Escambia,1053,1053970700,3518
2021,AL,Alabama,Clarke,1025,1025957700,1329
2021,AL,Alabama,Etowah,1055,1055010601,5295
2021,AL,Alabama,Etowah,1055,1055000700,1376
2021,AL,Alabama,Jefferson,1073,1073004800,1861
2021,AL,Alabama,Henry,1067,1067030600,1544
2021,AL,Alabama,Etowah,1055,1055001000,1286
2021,AL,Alabama,Elmore,1051,1051030701,6257
2021,AL,Alabama,Elmore,1051,1051030100,10104
2021,AL,Alabama,Houston,1069,1069040800,7774
2021,AL,Alabama,Etowah,1055,1055010900,1721
2021,AL,Alabama,Clay,1027,1027959100,2904
2021,AL,Alabama,Autauga,1001,1001020300,3373
2021,AL,Alabama,Houston,1069,1069040302,3589
2021,AL,Alabama,Jackson,1071,1071950400,2119
2021,AL,Alabama,Blount,1009,1009050601,3922
2021,AL,Alabama,Escambia,1053,1053970600,4035
2021,AL,Alabama,Chilton,1021,1021060500,2902
2021,AL,Alabama,Baldwin,1003,1003011401,10632
2021,AL,Alabama,Dale,1045,1045020000,4642
2021,AL,Alabama,Etowah,1055,1055010602,3984
2021,AL,Alabama,Chilton,1021,1021060401,5466
2021,AL,Alabama,Calhoun,1015,1015001202,4318
2021,AL,Alabama,Etowah,1055,1055001600,3524
2021,AL,Alabama,Jefferson,1073,1073000400,3338
2021,AL,Alabama,Franklin,1059,1059973500,2231
2021,AL,Alabama,Baldwin,1003,1003011405,3832
2021,AL,Alabama,Houston,1069,1069041100,3849
2021,AL,Alabama,Barbour,1005,1005950300,1638
2021,AL,Alabama,Colbert,1033,1033020300,2032
2021,AL,Alabama,Escambia,1053,1053970300,3632
2021,AL,Alabama,Jefferson,1073,1073003900,1783
2021,AL,Alabama,Jefferson,1073,1073004000,3772
2021,AL,Alabama,Autauga,1001,1001020900,5675
2021,AL,Alabama,Etowah,1055,1055011100,5302
2021,AL,Alabama,Calhoun,1015,1015002101,3992
2021,AL,Alabama,Colbert,1033,1033020902,3972
2021,AL,Alabama,Butler,1013,1013953300,1774
2021,AL,Alabama,Barbour,1005,1005950400,4303
2021,AL,Alabama,Etowah,1055,1055000400,3866
2021,AL,Alabama,Butler,1013,1013953400,2931
2021,AL,Alabama,Autauga,1001,1001021100,3320
2021,AL,Alabama,Jefferson,1073,1073002303,2936
2021,AL,Alabama,Dale,1045,1045020400,2542
2021,AL,Alabama,Clarke,1025,1025957902,4230
2021,AL,Alabama,Blount,1009,1009050500,7329
2021,AL,Alabama,Baldwin,1003,1003010800,6861
2021,AL,Alabama,Dallas,1047,1047956702,1602
2021,AL,Alabama,Etowah,1055,1055001300,2571
2021,AL,Alabama,Etowah,1055,1055010200,5518
2021,AL,Alabama,Elmore,1051,1051030702,3678
2021,AL,Alabama,Coffee,1031,1031011000,3526
2021,AL,Alabama,Franklin,1059,1059973100,2378
2021,AL,Alabama,Jefferson,1073,1073005200,3740
2021,AL,Alabama,Butler,1013,1013953100,3023
2021,AL,Alabama,Calhoun,1015,1015001201,3482
2021,AL,Alabama,Chambers,1017,1017954700,4852
2021,AL,Alabama,Blount,1009,1009050300,5269
2021,AL,Alabama,Conecuh,1035,1035960400,3251
2021,AL,Alabama,Franklin,1059,1059972900,4008
2021,AL,Alabama,Montgomery,1101,1101000400,4893
2021,AL,Alabama,Madison,1089,1089000301,3954
2021,AL,Alabama,Montgomery,1101,1101001500,3760
2021,AL,Alabama,Marion,1093,1093964100,2767
2021,AL,Alabama,Jefferson,1073,1073013300,3588
2021,AL,Alabama,Jefferson,1073,1073011500,5902
2021,AL,Alabama,Madison,1089,1089001200,3380
2021,AL,Alabama,Mobile,1097,1097000902,2045
2021,AL,Alabama,Mobile,1097,1097002301,2188
2021,AL,Alabama,Macon,1087,1087231400,1403
2021,AL,Alabama,Mobile,1097,1097006000,4996
2021,AL,Alabama,Limestone,1083,1083020700,2062
2021,AL,Alabama,Mobile,1097,1097002000,1819
2021,AL,Alabama,Limestone,1083,1083020300,3583
2021,AL,Alabama,Mobile,1097,1097003405,1899
2021,AL,Alabama,Limestone,1083,1083020500,2805
2021,AL,Alabama,Mobile,1097,1097007201,2999
2021,AL,Alabama,Mobile,1097,1097003402,3693
2021,AL,Alabama,Montgomery,1101,1101001800,3411
2021,AL,Alabama,Jefferson,1073,1073011804,2978
2021,AL,Alabama,Macon,1087,1087231700,2113
2021,AL,Alabama,Jefferson,1073,1073011206,5686
2021,AL,Alabama,Jefferson,1073,1073012403,3592
2021,AL,Alabama,Mobile,1097,1097003608,1300
2021,AL,Alabama,Jefferson,1073,1073014001,4011
2021,AL,Alabama,Lowndes,1085,1085781000,2932
2021,AL,Alabama,Jefferson,1073,1073012905,4277
2021,AL,Alabama,Madison,1089,1089011013,5058
2021,AL,Alabama,Jefferson,1073,1073011209,3221
2021,AL,Alabama,Lee,1081,1081040602,4152
2021,AL,Alabama,Jefferson,1073,1073010803,6514
2021,AL,Alabama,Mobile,1097,1097006200,6036
2021,AL,Alabama,Lauderdale,1077,1077011802,3708
2021,AL,Alabama,Montgomery,1101,1101000100,1174
2021,AL,Alabama,Limestone,1083,1083020802,8228
2021,AL,Alabama,Lee,1081,1081042005,5181
2021,AL,Alabama,Madison,1089,1089002200,2101
2021,AL,Alabama,Mobile,1097,1097003204,4769
2021,AL,Alabama,Madison,1089,1089001901,3386
2021,AL,Alabama,Mobile,1097,1097003100,4370
2021,AL,Alabama,Mobile,1097,1097006502,11958
2021,AL,Alabama,Mobile,1097,1097006702,4064
2021,AL,Alabama,Madison,1089,1089000701,2997
2021,AL,Alabama,Madison,1089,1089000501,1807
2021,AL,Alabama,Madison,1089,1089002100,3495
2021,AL,Alabama,Jefferson,1073,1073012911,5757
2021,AL,Alabama,Mobile,1097,1097007202,2771
2021,AL,Alabama,Lee,1081,1081042102,6826
2021,AL,Alabama,Macon,1087,1087232100,1935
2021,AL,Alabama,Lee,1081,1081041800,6705
2021,AL,Alabama,Lee,1081,1081041600,3226
2021,AL,Alabama,Lee,1081,1081040800,3750
2021,AL,Alabama,Jefferson,1073,1073012302,3829
2021,AL,Alabama,Lee,1081,1081040902,5201
2021,AL,Alabama,Lauderdale,1077,1077011000,4612
2021,AL,Alabama,Madison,1089,1089002921,6224
2021,AL,Alabama,Mobile,1097,1097003704,4259
2021,AL,Alabama,Lee,1081,1081041700,8528
2021,AL,Alabama,Jefferson,1073,1073011108,4548
2021,AL,Alabama,Montgomery,1101,1101000300,1666
2021,AL,Alabama,Jefferson,1073,1073012103,4146
2021,AL,Alabama,Mobile,1097,1097003501,3664
2021,AL,Alabama,Mobile,1097,1097002502,2339
2021,AL,Alabama,Madison,1089,1089002802,5829
